Date,Matchid,PlayerID,Team,TeamId,Opposition,Oppositionid,Venue,PositionId,Appearances,TimePlayed,Starts,SubstituteOn,SubstituteOff,Goals,FirstGoal,WinningGoal,ShotsOnTargetincgoals,ShotsOffTargetincwoodwork,BlockedShots,DirectFreekickOnTarget,DirectFreekickOffTarget,BlockedDirectFreekick,GoalsfromInsideBox,ShotsOnfromInsideBox,ShotsOfffromInsideBox,BlockedShotsfromInsideBox,GoalsfromOutsideBox,ShotsOnTargetOutsideBox,ShotsOffTargetOutsideBox,BlockedShotsOutsideBox,HeadedGoals,HeadedShotsOnTarget,HeadedShotsOffTarget,HeadedBlockedShots,LeftFootGoals,LeftFootShotsOnTarget,LeftFootShotsOffTarget,LeftFootBlockedShots,RightFootGoals,RightFootShotsOnTarget,RightFootShotsOffTarget,RightFootBlockedShots,GoalsOpenPlay,GoalsfromCorners,Goalsfrompenalties,AttemptsOpenPlayontarget,AttemptsfromCornersontarget,AttemptsfromDirectFreeKickontarget,AttemptsfromSetPlayontarget,AttemptsfromPenaltiesontarget,AttemptsOpenPlayofftarget,AttemptsfromCornersofftarget,AttemptsfromDirectFreeKickofftarget,AttemptsfromSetPlayofftarget,Goalsasasubstitute,TotalSuccessfulPassesAll,TotalUnsuccessfulPassesAll,Assists,KeyPasses,TotalSuccessfulPassesExclCrossesCorners,TotalUnsuccessfulPassesExclCrossesCorners,SuccessfulPassesOwnHalf,UnsuccessfulPassesOwnHalf,SuccessfulPassesOppositionHalf,UnsuccessfulPassesOppositionHalf,SuccessfulPassesDefensivethird,UnsuccessfulPassesDefensivethird,SuccessfulPassesMiddlethird,UnsuccessfulPassesMiddlethird,SuccessfulPassesFinalthird,UnsuccessfulPassesFinalthird,SuccessfulShortPasses,UnsuccessfulShortPasses,SuccessfulLongPasses,UnsuccessfulLongPasses,SuccessfulFlickOns,UnsuccessfulFlickOns,SuccessfulCrossesCorners
22/02/2019,1003267,177808,Al-Taawon,6778,Al-Baten,9623,Home,2,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,4,0,4,0,3,0,4,0,1,0,8,0,0,0,0,0,0
20/09/2018,1003122,177808,Al-Taawon,6778,Al-Ittihad,1316,Home,2,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
09/02/2019,1003255,177808,Al-Taawon,6778,Al-Ittihad,1316,Away,4,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,1,21,3,9,1,12,2,5,0,13,2,3,1,20,3,1,0,0,0,0
14/02/2019,1003257,177808,Al-Taawon,6778,Ohod,9624,Home,2,1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,11,2,6,2,5,0,5,0,5,2,1,0,11,2,0,0,0,0,0
19/10/2018,1003148,177808,Al-Taawon,6778,Al-Faisaly,6777,Away,4,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,3,1,0,32,3,17,0,15,3,3,0,22,2,7,1,28,3,4,0,1,0,0
24/11/2018,1003272,177808,Al-Taawon,6778,Al-Ittifaq,5680,Away,2,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,5,0,8,0,1,0,8,0,4,0,12,0,1,0,0,0,0
11/01/2019,1003113,247654,Al-Ittifaq,5680,Al-Baten,9623,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,0,0,28,9,15,4,13,5,7,1,14,4,7,4,26,6,2,3,0,0,0
06/12/2018,1003192,247654,Al-Ittifaq,5680,Al-Quadisiya,6775,Away,4,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,1,16,11,3,3,13,8,1,0,10,5,5,6,15,8,1,3,0,0,0
06/11/2018,1003139,247654,Al-Ittifaq,5680,Al-Hilal,1317,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,1,18,9,7,4,11,5,5,1,9,5,4,3,17,8,1,1,0,0,0
20/10/2018,1003151,442536,Al-Ittifaq,5680,Al-Ahli,6770,Home,4,1,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,3,0,1,0,2,0,1,0,0,0,2,0,3,0,0,0,0,0,0
08/02/2019,1003249,442536,Al-Ittifaq,5680,Al-Feiha,10483,Away,4,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,6,1,1,0,5,1,0,0,3,1,3,0,6,1,0,0,0,0,0
25/10/2018,1003152,442536,Al-Ittifaq,5680,Al-Hazm,6846,Home,4,1,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0
30/11/2018,1003189,149448,Al-Ahli,6770,Al-Feiha,10483,Home,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,18,0,1,38,17,11,3,27,14,8,0,17,7,13,10,32,7,6,10,0,0,1
28/01/2019,1003234,149448,Al-Ahli,6770,Al-Taawon,6778,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,0,0,23,12,6,3,17,9,2,1,8,9,13,2,22,10,1,2,0,1,2
14/09/2018,1003118,149448,Al-Ahli,6770,Ohod,9624,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,2,23,9,8,2,15,7,5,0,7,4,11,5,21,6,2,3,0,0,2
21/09/2018,1003126,149448,Al-Ahli,6770,Al-Hazm,6846,Home,2,1,90,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,12,0,0,45,11,24,1,21,10,10,0,25,5,10,6,42,6,3,5,0,0,0
21/12/2018,1003215,149448,Al-Ahli,6770,Al-Hilal,1317,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,18,10,10,4,8,6,6,2,10,4,2,4,18,6,0,4,0,2,0
01/09/2018,1003111,149448,Al-Ahli,6770,Al-Taawon,6778,Home,2,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,18,0,2,55,12,20,1,35,11,10,1,28,1,17,10,50,7,5,5,0,0,4
03/11/2018,1003167,149448,Al-Ahli,6770,Al-Nassr,6780,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,13,8,8,3,5,5,1,1,10,4,2,3,11,3,2,5,1,0,0
09/11/2018,1003173,149448,Al-Ahli,6770,Al-Quadisiya,6775,Home,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,0,1,42,1,16,0,26,1,6,0,20,0,16,1,41,1,1,0,0,0,1
02/02/2019,1003135,149448,Al-Ahli,6770,Al-Baten,9623,Away,4,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,0,0,24,9,14,2,10,7,6,1,12,2,6,6,21,6,3,3,0,0,1
20/10/2018,1003151,149448,Al-Ahli,6770,Al-Ittifaq,5680,Away,2,1,65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,12,8,8,5,4,3,4,2,7,3,1,3,11,6,1,2,0,0,0
29/09/2018,1003246,149448,Al-Ahli,6770,Al-Baten,9623,Home,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60,7,0,0,58,6,32,1,26,5,12,0,37,4,9,2,57,3,1,3,0,0,2
12/02/2019,1003263,149448,Al-Ahli,6770,Al-Nassr,6780,Home,4,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,10,0,0,27,8,13,3,14,5,6,0,17,6,4,2,24,5,3,3,0,1,0
15/12/2018,1003207,149448,Al-Ahli,6770,Al-Shabab,6774,Home,2,1,90,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26,13,0,0,26,10,12,3,14,7,6,1,15,4,5,5,25,4,1,6,0,1,0
25/11/2018,1003183,149448,Al-Ahli,6770,Al-Ittihad,1316,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13,0,1,34,13,21,5,13,8,7,1,25,9,2,3,32,9,2,4,0,0,0
11/01/2019,1003230,149448,Al-Ahli,6770,Ohod,9624,Home,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,28,3,13,1,15,2,5,0,17,2,6,1,26,3,2,0,0,1,0
28/12/2018,1003222,149448,Al-Ahli,6770,Al-Wahda,6847,Away,4,1,45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,17,3,10,1,7,2,6,0,10,2,1,1,17,3,0,0,0,0,0
08/12/2018,1003196,149448,Al-Ahli,6770,Al-Raed,6773,Away,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,14,0,0,54,9,22,1,32,8,8,0,30,5,16,4,51,6,3,3,0,0,0
01/03/2019,1003279,149448,Al-Ahli,6770,Al-Ittihad,1316,Home,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,0,2,23,9,12,1,11,8,6,1,10,3,7,5,20,7,3,2,0,0,1
05/10/2018,1003142,149448,Al-Ahli,6770,Al-Faisaly,6777,Home,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,3,50,1,31,0,19,1,17,0,27,0,6,1,48,0,2,1,0,0,2
02/02/2019,1003244,109960,Al-Taawon,6778,Al-Nassr,6780,Home,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,2,2,1,1,1,2,0,1,1,0,1,2,2,1,0,0,0,0
07/12/2018,1003198,109960,Al-Taawon,6778,Al-Wahda,6847,Away,4,1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,2,2,0,3,2,0,0,2,1,3,1,5,2,0,0,0,0,0
21/12/2018,1003209,109960,Al-Taawon,6778,Al-Quadisiya,6775,Away,4,1,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,7,2,1,0,6,2,0,0,2,0,5,2,7,2,0,0,0,0,0
10/01/2019,1003225,109960,Al-Taawon,6778,Al-Hazm,6846,Home,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/12/2018,1003171,109960,Al-Taawon,6778,Al-Raed,6773,Away,4,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,13,1,6,0,7,1,1,0,9,1,3,0,12,1,1,0,0,0,0
09/03/2019,1003282,109960,Al-Hazm,6846,Ohod,9624,Home,4,1,65,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,7,0,0,12,7,6,1,6,6,1,0,9,2,2,5,11,5,1,2,0,2,0
20/09/2018,1003122,109960,Al-Taawon,6778,Al-Ittihad,1316,Home,4,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,2,0,33,6,20,2,13,4,15,1,10,4,8,1,28,5,5,1,0,0,0
24/09/2018,1003129,109960,Al-Taawon,6778,Al-Nassr,6780,Away,4,1,69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,19,2,6,1,13,1,4,0,8,2,7,0,19,2,0,0,0,0,0
05/10/2018,1003140,109960,Al-Taawon,6778,Al-Shabab,6774,Home,4,1,82,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,8,0,0,13,6,3,0,10,6,1,0,6,1,6,5,13,6,0,0,0,0,0
01/09/2018,1003111,109960,Al-Taawon,6778,Al-Ahli,6770,Away,4,1,63,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,7,0,0,8,7,3,3,5,4,2,1,2,3,4,3,8,5,0,2,0,0,0
01/12/2018,1003291,109960,Al-Taawon,6778,Al-Fateh,6772,Away,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,1,0,1,1,1,0,0,0,1,1,2,1,0,0,0,1,0
30/12/2018,1003218,109960,Al-Taawon,6778,Al-Hilal,1317,Home,4,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,1,1,3,2,0,1,3,0,1,2,4,3,0,0,0,0,0
14/12/2018,1003205,109960,Al-Taawon,6778,Al-Feiha,10483,Home,4,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0
13/09/2018,1003114,109960,Al-Taawon,6778,Al-Hazm,6846,Away,4,1,63,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,22,7,0,0,22,6,9,1,13,5,7,0,10,4,5,2,22,6,0,0,0,0,0
13/02/2019,1003260,218862,Al-Ittifaq,5680,Al-Faisaly,6777,Home,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,3,0,0,20,3,12,2,8,1,7,0,11,2,2,1,17,1,3,2,0,0,0
06/12/2018,1003192,218862,Al-Ittifaq,5680,Al-Quadisiya,6775,Away,2,1,44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,14,2,10,0,4,2,5,0,7,1,2,1,11,1,3,1,0,0,0
28/02/2019,1003180,218862,Al-Ittifaq,5680,Al-Taawon,6778,Away,2,1,33,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,4,0,0,15,4,15,2,0,2,7,0,8,2,0,2,15,2,0,2,0,0,0
29/01/2019,1003232,218862,Al-Ittifaq,5680,Al-Raed,6773,Away,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,6,0,0,27,6,20,2,7,4,8,1,16,2,3,3,27,2,0,4,0,0,0
06/11/2018,1003139,218862,Al-Ittifaq,5680,Al-Hilal,1317,Away,2,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5,0,0,10,5,8,4,2,1,6,2,3,2,1,1,8,4,2,1,0,0,0
08/02/2019,1003249,218862,Al-Ittifaq,5680,Al-Feiha,10483,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,10,0,2,62,10,45,4,17,6,21,3,38,1,3,6,58,5,4,5,0,0,0
29/11/2018,1003288,218862,Al-Ittifaq,5680,Al-Shabab,6774,Away,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,6,0,0,10,6,8,5,2,1,6,1,3,4,1,1,9,5,1,1,0,0,0
01/11/2018,1003163,218862,Al-Ittifaq,5680,Al-Faisaly,6777,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,0,1,48,12,35,4,13,8,18,1,22,7,8,4,45,6,3,6,1,0,0
20/10/2018,1003151,218862,Al-Ittifaq,5680,Al-Ahli,6770,Home,2,1,90,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,5,0,0,27,5,22,2,5,3,18,2,6,2,3,1,21,3,6,2,0,0,0
30/08/2018,1003104,218862,Al-Ittifaq,5680,Al-Raed,6773,Home,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4,0,0,31,4,22,1,9,3,8,1,20,1,3,2,29,0,2,4,0,0,0
11/11/2018,1003174,218862,Al-Ittifaq,5680,Al-Nassr,6780,Home,2,1,90,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,26,8,0,0,26,8,19,3,7,5,10,3,16,3,0,2,24,6,2,2,0,0,0
13/09/2018,1003228,218862,Al-Ittifaq,5680,Al-Baten,9623,Home,2,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
21/02/2019,1003266,218862,Al-Ittifaq,5680,Al-Hazm,6846,Away,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,14,0,0,47,14,28,10,19,4,13,2,25,9,9,3,44,9,3,5,0,0,0
24/11/2018,1003272,218862,Al-Ittifaq,5680,Al-Taawon,6778,Home,2,1,90,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,24,9,0,0,24,9,19,4,5,5,13,4,9,2,2,3,20,5,4,4,0,0,0
27/09/2018,1003131,218862,Al-Ittifaq,5680,Ohod,9624,Home,2,1,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,13,6,11,3,2,3,6,0,6,5,1,1,13,2,0,4,0,0,0
28/12/2018,1003222,468271,Al-Ahli,6770,Al-Wahda,6847,Away,6,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,4,2,1,0,3,2,0,0,2,0,2,2,3,2,1,0,0,0,0
11/01/2019,1003230,468271,Al-Ahli,6770,Ohod,9624,Home,6,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
21/09/2018,1003126,248895,Al-Hazm,6846,Al-Ahli,6770,Away,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,6,0,0,19,6,12,2,7,4,5,0,13,3,1,3,17,3,2,3,0,0,0
07/02/2019,1003252,248895,Al-Hazm,6846,Al-Ahli,6770,Home,2,1,90,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,27,5,22,1,5,4,9,0,17,4,1,1,25,2,2,3,0,0,0
22/11/2018,1003276,248895,Al-Hazm,6846,Al-Feiha,10483,Away,2,1,90,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,41,0,0,1,41,0,30,0,11,0,12,0,25,0,4,0,39,0,2,0,0,0,0
15/12/2018,1003202,248895,Al-Hazm,6846,Al-Hilal,1317,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,7,1,6,1,1,0,3,0,4,1,0,0,6,0,1,1,0,0,0
01/11/2018,1003161,248895,Al-Hazm,6846,Al-Baten,9623,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,16,4,9,3,7,1,2,0,9,3,5,1,13,3,3,1,0,0,0
02/12/2018,1003294,248895,Al-Hazm,6846,Al-Ittihad,1316,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,12,3,7,2,5,1,4,0,8,2,0,1,8,1,4,2,0,0,0
10/01/2019,1003225,248895,Al-Hazm,6846,Al-Taawon,6778,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,6,2,6,1,0,1,2,1,4,1,0,0,6,1,0,1,0,0,0
05/10/2018,1003137,248895,Al-Hazm,6846,Al-Nassr,6780,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,12,3,11,1,1,2,5,0,7,1,0,2,10,1,2,2,1,0,0
18/10/2018,1003145,248895,Al-Hazm,6846,Al-Quadisiya,6775,Home,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,6,4,6,2,0,2,4,1,2,3,0,0,6,1,0,3,0,0,0
