Date,Matchid,Team,TeamId,Opposition,Oppositionid,PassBackward,PassLeft,PassRight,UnsuccessfulBallTouch,SuccessfulBallTouch,TakeOnsOverrun,CompId,SeasId,Touchesopenplayfinalthird,Touchesopenplayoppbox,Touchesopenplayoppsixyards,DeflectedGoals,DeflectedShots,GoalfrompassfromFK,GoalsfromdivingHeaders,GoalsVolleys,FastBreakGoals,FastBreakAttempts,BigChanceCreated,BigChancesScored,BigChancesOnTarget,BigChancesOffTarget,BigChancesBlocked,BigChancesFluffed,IntentionalAssist,IntentionalChancesCreated,SecondAssists,AttackingGroundDuelsWon,AttackingGroundDuelsLost,DefensiveGroundDuelsWon,DefensiveGroundDuelsLost,AttackingAerialDuelsWon,AttackingAerialDuelsLost,DefensiveAerialDuelsWon,DefensiveAerialDuelsLost,CrossesBlocked,StraightRedcard,RedCard2Yellows,TimesTackled,GoalkeeperSmother,SavesDiving,SavesFingertip,SavesParriedSafe,SavesParriedDanger,SavesStanding,SavesReaching,SavesStooping,SavesHands,SavesFeet,SavesBody,GKPickup,SavesCaught,SavesCollected,KeeperSweeperSuccessful,KeeperSweeperUnsuccessful,TotalShotsConceded,TotalBlockedShotsConceded,Xsuccessfulpassesforwards,Xsuccessfulpassesbackwards,Xsuccessfulpassesleft,Xsuccessfulpassesright,PassesReceived,LeftFootShots,ShootingAccuracyLeftFoot,RightFootShots,ShootingAccuracyRightFoot,GKLongDistribution,GKLongAccuracy,GKShortDistribution,GKShortAccuracy,SubPosition
16/03/2019,1003185,Al-Ittihad,1316,Al-Hazm,6846,60,112,131,7,16,5,202,2018,129,27,3,0,0,0,0,0,0,0,2,2,4,0,0,0,3,5,0,19,26,21,27,3,3,4,1,0,0,0,23,0,2,0,0,1,0,0,0,2,0,0,4,0,1,0,0,5,6,68.99%,96.67%,91.07%,84.73%,392,1,0.00%,9,77.78%,6,33.33%,9,100.00%,0
04/10/2018,1003136,Al-Ittihad,1316,Al-Fateh,6772,51,102,91,14,10,1,202,2018,108,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,21,17,10,3,6,3,6,1,1,0,18,0,2,0,1,1,0,0,1,3,0,0,6,0,1,0,0,8,5,69.88%,94.12%,93.14%,92.31%,355,3,0.00%,4,25.00%,4,50.00%,7,100.00%,0
01/11/2018,1003166,Al-Ittihad,1316,Al-Raed,6773,56,119,142,10,11,4,202,2018,215,30,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,5,0,21,24,23,15,1,7,6,6,1,0,0,21,0,0,0,0,1,0,0,1,0,1,0,4,0,0,0,0,8,3,75.53%,98.21%,92.44%,88.73%,445,5,0.00%,11,63.64%,2,100.00%,5,100.00%,0
04/02/2019,1003247,Al-Ittihad,1316,Al-Wahda,6847,42,90,88,11,8,2,202,2018,116,19,1,0,0,0,0,0,0,0,1,2,2,0,0,0,1,5,0,30,21,27,25,7,5,10,1,2,0,0,20,0,1,0,1,1,2,0,1,4,0,0,6,0,2,0,0,7,3,64.66%,90.48%,84.44%,78.41%,278,4,75.00%,6,66.67%,9,22.22%,3,100.00%,0
02/12/2018,1003294,Al-Ittihad,1316,Al-Hazm,6846,80,139,145,16,12,0,202,2018,204,43,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,12,0,19,20,14,7,8,4,14,2,0,0,0,18,0,1,0,1,1,1,0,1,3,0,0,12,0,1,1,0,8,2,70.98%,93.75%,92.09%,88.97%,492,4,75.00%,9,66.67%,1,100.00%,14,100.00%,0
31/08/2018,1003109,Al-Ittihad,1316,Al-Shabab,6774,76,116,130,22,11,1,202,2018,142,19,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,12,20,21,16,2,6,7,3,1,0,0,16,0,3,0,3,0,0,0,1,4,0,0,4,0,1,0,0,11,2,67.07%,96.05%,97.41%,90.00%,428,3,66.67%,3,100.00%,8,62.50%,6,100.00%,0
15/02/2019,1003259,Al-Ittihad,1316,Al-Raed,6773,59,133,111,17,16,2,202,2018,202,44,3,0,0,0,0,0,0,0,6,1,1,3,2,0,1,7,0,29,21,18,12,6,6,12,10,0,0,0,20,0,0,0,1,1,1,0,3,3,1,0,7,0,2,0,0,8,1,69.28%,91.53%,87.97%,87.39%,398,2,50.00%,7,71.43%,8,87.50%,8,100.00%,0
09/02/2019,1003255,Al-Ittihad,1316,Al-Taawon,6778,29,61,57,23,22,3,202,2018,100,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,20,27,28,22,8,12,11,8,2,0,0,24,0,2,0,2,0,1,0,0,2,1,0,3,0,1,0,0,13,4,55.06%,96.55%,85.25%,84.21%,227,3,0.00%,2,100.00%,16,50.00%,3,100.00%,0
10/01/2019,1003231,Al-Ittihad,1316,Al-Quadisiya,6775,59,122,101,16,25,2,202,2018,121,14,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,4,1,28,15,18,14,7,9,7,2,2,0,0,12,0,1,0,1,0,1,0,2,4,0,0,6,2,1,0,0,10,1,53.42%,94.92%,90.98%,89.11%,357,4,25.00%,2,0.00%,12,41.67%,6,100.00%,0
21/02/2019,1003271,Al-Ittihad,1316,Al-Hilal,1317,42,61,69,7,2,0,202,2018,91,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,13,19,25,7,7,9,5,0,0,0,15,0,2,0,2,0,0,1,1,3,1,0,6,0,2,0,0,17,2,48.85%,90.48%,78.69%,84.06%,217,2,100.00%,7,14.29%,13,30.77%,5,100.00%,0
06/12/2018,1003194,Al-Ittihad,1316,Al-Faisaly,6777,64,103,105,10,7,3,202,2018,194,33,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,18,24,23,13,7,8,4,4,1,0,0,21,0,1,0,2,0,1,0,1,3,0,0,6,0,1,0,0,10,2,67.66%,92.19%,91.26%,89.52%,383,4,50.00%,5,60.00%,3,33.33%,10,100.00%,0
29/12/2018,1003223,Al-Ittihad,1316,Al-Ittifaq,5680,37,107,105,13,10,6,202,2018,86,12,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,5,0,22,21,22,17,5,9,14,2,1,0,1,19,0,3,0,3,1,0,0,2,5,0,0,7,0,1,0,0,10,5,59.12%,94.59%,93.46%,87.62%,324,3,0.00%,7,28.57%,8,75.00%,8,100.00%,0
25/11/2018,1003183,Al-Ittihad,1316,Al-Ahli,6770,49,96,106,19,10,1,202,2018,121,18,1,0,0,0,0,0,1,1,1,1,2,0,0,0,1,5,0,11,23,17,16,1,5,2,4,0,0,0,23,0,0,0,1,1,1,0,4,4,0,1,6,1,2,0,0,10,1,64.49%,95.92%,89.58%,94.34%,333,3,66.67%,8,37.50%,4,100.00%,6,100.00%,0
21/12/2018,1003214,Al-Ittihad,1316,Al-Nassr,6780,53,74,73,14,24,2,202,2018,102,13,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,20,25,29,21,5,13,11,7,2,0,0,22,0,2,0,1,1,0,1,1,4,0,0,5,0,2,1,0,11,2,55.13%,98.11%,87.84%,86.30%,275,2,0.00%,4,25.00%,8,50.00%,5,100.00%,0
14/12/2018,1003204,Al-Ittihad,1316,Al-Baten,9623,63,94,108,18,13,2,202,2018,161,17,2,0,0,0,0,0,0,0,3,1,2,1,1,0,1,4,0,16,20,19,16,4,3,2,5,0,0,0,19,0,1,0,0,2,2,0,0,3,0,0,8,0,1,0,0,7,2,63.76%,87.30%,93.62%,90.74%,346,6,50.00%,7,42.86%,6,83.33%,4,100.00%,0
19/10/2018,1003150,Al-Ittihad,1316,Ohod,9624,51,129,114,14,19,1,202,2018,140,21,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,8,0,18,25,20,24,4,5,14,6,0,1,0,16,0,0,0,2,0,0,1,1,1,1,0,2,0,0,0,0,9,0,67.28%,96.08%,95.35%,88.60%,400,3,100.00%,9,44.44%,2,100.00%,6,100.00%,0
01/03/2019,1003279,Al-Ittihad,1316,Al-Ahli,6770,62,100,95,16,11,4,202,2018,87,14,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,14,19,24,16,4,19,16,17,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,2,54.84%,96.77%,89.00%,86.32%,331,5,20.00%,5,60.00%,11,18.18%,9,100.00%,0
26/09/2018,1003130,Al-Ittihad,1316,Al-Wahda,6847,63,120,103,12,9,3,202,2018,114,19,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,4,0,13,22,30,24,1,3,8,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14,3,69.87%,95.24%,92.50%,95.15%,395,4,25.00%,6,66.67%,6,83.33%,7,100.00%,0
08/03/2019,1003286,Al-Ittihad,1316,Al-Feiha,10483,63,120,108,14,11,2,202,2018,162,20,0,0,0,0,0,0,0,1,1,2,2,1,0,0,1,4,0,18,31,21,26,7,9,11,4,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,4,76.40%,100.00%,90.83%,84.26%,412,4,25.00%,7,71.43%,8,62.50%,5,100.00%,0
20/09/2018,1003122,Al-Ittihad,1316,Al-Taawon,6778,43,76,69,9,7,0,202,2018,70,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,21,19,13,25,1,3,7,7,0,0,0,20,0,2,0,2,1,2,0,1,5,0,0,6,0,2,0,0,12,2,66.35%,95.35%,94.74%,94.20%,250,3,33.33%,3,33.33%,3,0.00%,2,100.00%,0
06/02/2019,1003254,Al-Nassr,6780,Al-Quadisiya,6775,77,100,108,12,13,1,202,2018,126,26,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,27,23,17,21,6,7,5,7,0,0,0,17,0,3,0,3,0,0,0,0,3,0,0,4,0,0,1,0,10,0,60.00%,96.10%,92.00%,87.04%,366,1,0.00%,7,57.14%,5,60.00%,6,100.00%,0
21/12/2018,1003214,Al-Nassr,6780,Al-Ittihad,1316,72,105,110,14,10,5,202,2018,122,22,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,4,0,21,29,25,20,7,10,13,6,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,5,63.25%,95.83%,84.76%,90.91%,376,1,0.00%,8,75.00%,7,71.43%,3,100.00%,0
14/12/2018,1003203,Al-Nassr,6780,Al-Raed,6773,79,122,126,7,11,2,202,2018,176,30,1,0,0,0,0,0,1,2,5,4,5,1,1,0,2,8,1,25,24,14,15,3,6,9,6,0,0,0,17,0,3,1,3,0,0,1,1,4,1,0,5,0,1,0,0,9,1,73.51%,97.47%,88.52%,87.30%,445,2,100.00%,6,83.33%,3,66.67%,9,100.00%,0
28/02/2019,1003278,Al-Nassr,6780,Al-Shabab,6774,79,115,128,12,13,1,202,2018,107,11,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,3,0,29,29,14,16,4,3,16,6,2,0,0,24,0,0,0,2,0,1,1,1,3,0,0,14,0,1,0,0,7,3,68.03%,93.67%,92.17%,88.28%,411,3,66.67%,4,75.00%,9,44.44%,14,100.00%,0
08/12/2018,1003199,Al-Nassr,6780,Al-Hilal,1317,45,115,115,12,12,3,202,2018,130,25,4,0,0,0,0,0,0,0,2,1,1,0,1,0,2,5,0,21,29,23,23,4,6,3,2,1,0,0,30,0,2,0,3,0,3,1,0,5,1,0,9,0,3,0,0,10,1,69.78%,93.33%,90.43%,86.96%,361,2,100.00%,7,42.86%,6,66.67%,9,100.00%,0
26/10/2018,1003153,Al-Nassr,6780,Al-Feiha,10483,52,143,141,14,9,2,202,2018,138,31,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5,0,17,14,18,17,3,1,8,5,0,0,0,11,0,1,0,1,0,0,0,0,1,0,0,5,0,0,0,0,10,5,69.23%,94.23%,90.91%,90.07%,452,3,66.67%,8,25.00%,4,100.00%,13,100.00%,0
11/11/2018,1003174,Al-Nassr,6780,Al-Ittifaq,5680,52,105,100,8,13,3,202,2018,155,27,1,0,0,0,0,0,0,0,3,2,2,1,0,0,2,6,0,34,20,27,21,5,8,12,3,0,0,0,23,0,1,0,2,0,0,0,3,4,0,0,6,0,2,0,0,8,2,60.87%,98.08%,80.00%,88.00%,316,3,33.33%,4,50.00%,5,20.00%,6,100.00%,0
19/09/2018,1003120,Al-Nassr,6780,Al-Quadisiya,6775,66,142,173,7,3,4,202,2018,169,29,1,0,0,0,0,0,0,0,2,2,2,0,0,0,3,11,0,7,14,23,6,3,1,4,2,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,82.08%,96.97%,97.18%,95.95%,516,3,0.00%,11,45.45%,3,66.67%,2,100.00%,0
03/11/2018,1003167,Al-Nassr,6780,Al-Ahli,6770,61,65,80,17,5,0,202,2018,104,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,17,25,20,26,6,3,8,3,0,0,0,20,0,2,0,1,1,1,0,0,3,0,0,3,0,1,0,0,11,2,64.20%,95.08%,89.23%,91.25%,307,1,100.00%,4,75.00%,7,57.14%,4,100.00%,0
02/02/2019,1003244,Al-Nassr,6780,Al-Taawon,6778,71,107,111,15,14,1,202,2018,102,21,2,0,0,0,0,0,0,0,3,1,2,1,1,0,0,5,0,24,18,20,12,3,7,10,7,2,0,0,16,0,1,0,1,0,0,1,0,2,0,0,12,0,1,1,0,8,1,55.87%,95.77%,85.98%,87.39%,373,1,100.00%,8,50.00%,5,80.00%,9,100.00%,0
12/02/2019,1003263,Al-Nassr,6780,Al-Ahli,6770,45,72,82,9,11,1,202,2018,116,10,3,0,0,0,0,0,0,0,1,2,3,0,0,0,0,4,0,18,23,17,17,7,5,4,9,0,0,0,18,0,2,0,2,1,0,0,1,2,1,0,10,0,0,0,0,13,4,60.47%,95.56%,84.72%,92.68%,278,0,0.00%,1,0.00%,10,70.00%,9,100.00%,0
23/11/2018,1003182,Al-Nassr,6780,Al-Shabab,6774,71,134,123,12,4,2,202,2018,166,19,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,5,0,25,23,15,16,3,3,8,2,1,1,0,20,0,3,0,2,1,0,0,0,3,0,0,6,0,0,1,0,7,3,68.89%,97.18%,91.04%,95.12%,443,1,0.00%,12,41.67%,9,55.56%,7,100.00%,0
10/01/2019,1003224,Al-Nassr,6780,Al-Faisaly,6777,43,81,103,16,15,1,202,2018,132,21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,23,30,26,32,6,3,4,2,3,0,0,25,0,1,0,3,0,1,1,2,4,1,0,10,1,1,0,0,13,3,70.90%,93.02%,83.95%,91.26%,312,3,33.33%,9,44.44%,12,41.67%,8,100.00%,0
02/12/2018,1003191,Al-Nassr,6780,Al-Wahda,6847,104,145,152,10,8,0,202,2018,163,25,4,1,0,0,0,0,0,0,2,0,2,1,0,0,0,3,0,22,20,24,11,4,4,6,4,2,0,0,22,0,2,0,1,1,1,0,2,4,0,0,4,0,3,1,0,13,4,71.50%,99.04%,88.97%,92.76%,540,1,100.00%,4,50.00%,4,50.00%,10,100.00%,0
23/02/2019,1003269,Al-Nassr,6780,Al-Feiha,10483,68,143,148,19,5,1,202,2018,164,26,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,4,0,22,20,19,15,6,11,6,2,2,0,0,17,0,0,0,0,0,1,0,2,3,0,0,15,0,3,1,0,9,1,70.65%,98.53%,89.51%,93.92%,489,3,33.33%,4,50.00%,2,100.00%,19,100.00%,0
24/09/2018,1003129,Al-Nassr,6780,Al-Taawon,6778,54,116,121,10,3,1,202,2018,129,16,0,0,0,0,0,1,0,0,2,1,1,1,0,0,1,4,0,17,27,12,18,0,0,6,2,2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,64.94%,94.44%,90.52%,87.60%,367,3,33.33%,5,40.00%,5,60.00%,1,100.00%,0
08/03/2019,1003284,Al-Nassr,6780,Al-Ittifaq,5680,43,111,124,11,19,1,202,2018,231,50,1,0,1,0,0,0,0,0,2,1,3,1,0,0,3,10,0,21,35,17,11,18,4,10,8,0,0,0,31,0,0,0,1,0,1,1,0,2,0,0,7,0,1,2,0,8,0,75.15%,93.02%,77.48%,87.10%,381,0,0.00%,9,33.33%,4,75.00%,8,100.00%,0
28/01/2019,1003235,Al-Nassr,6780,Ohod,9624,95,185,178,24,12,4,202,2018,174,28,0,0,0,0,0,0,0,1,2,1,1,1,0,0,3,6,0,17,21,11,12,4,7,10,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,1,67.88%,95.79%,93.51%,92.13%,572,4,25.00%,8,75.00%,5,40.00%,7,100.00%,0
14/09/2018,1003115,Al-Nassr,6780,Al-Faisaly,6777,61,101,114,9,3,4,202,2018,132,26,2,0,1,0,0,0,0,0,1,2,2,0,0,0,1,9,0,16,25,23,14,7,6,6,4,4,0,0,18,0,1,0,1,1,0,1,1,2,0,1,6,0,1,0,0,5,0,71.83%,98.36%,90.10%,86.84%,372,2,50.00%,7,57.14%,3,100.00%,8,100.00%,0
05/10/2018,1003137,Al-Nassr,6780,Al-Hazm,6846,71,118,129,14,11,3,202,2018,155,38,1,0,0,0,0,0,0,0,3,2,2,1,0,0,5,15,1,18,31,27,17,9,8,13,4,1,0,0,29,0,2,0,2,0,0,0,0,2,0,0,5,0,0,0,0,6,1,70.00%,94.37%,87.29%,86.82%,416,4,75.00%,11,72.73%,5,40.00%,6,100.00%,0
16/03/2019,1003295,Al-Nassr,6780,Al-Wahda,6847,46,81,90,11,15,2,202,2018,140,17,1,0,1,0,0,1,0,0,3,2,3,2,0,0,1,3,0,24,25,21,13,3,4,5,8,0,0,0,20,0,0,0,1,0,0,0,1,0,0,1,5,0,0,0,0,4,0,60.74%,95.65%,86.42%,91.11%,300,3,100.00%,7,71.43%,9,33.33%,2,100.00%,0
19/10/2018,1003147,Al-Nassr,6780,Al-Baten,9623,88,152,136,10,8,3,202,2018,167,27,4,0,1,0,0,0,0,0,4,1,3,2,0,0,1,7,0,24,23,17,15,2,3,4,4,0,0,0,17,0,1,0,1,0,1,0,0,2,0,0,3,0,1,0,0,5,0,65.97%,93.18%,98.68%,90.44%,487,4,50.00%,10,30.00%,6,66.67%,3,100.00%,0
28/12/2018,1003323,Al-Nassr,6780,Al-Fateh,6772,60,75,109,15,15,4,202,2018,132,37,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,0,18,16,17,19,4,9,6,6,2,0,1,13,0,1,0,1,0,0,0,1,2,0,0,11,0,1,1,0,10,2,58.50%,91.67%,92.00%,87.16%,333,1,100.00%,7,57.14%,6,83.33%,18,100.00%,0
30/08/2018,1003105,Al-Nassr,6780,Ohod,9624,70,91,96,8,4,1,202,2018,101,15,1,0,0,0,0,0,0,0,2,1,1,1,0,0,2,9,0,14,21,19,14,2,8,8,8,1,0,0,17,0,2,0,0,1,1,0,0,3,0,0,2,0,2,0,0,11,3,60.26%,94.29%,86.81%,81.25%,329,0,0.00%,3,66.67%,6,16.67%,5,100.00%,0
06/12/2018,1003192,Al-Quadisiya,6775,Al-Ittifaq,5680,61,68,66,9,10,1,202,2018,106,13,2,0,0,0,0,0,0,0,2,2,3,0,0,0,2,2,0,20,19,15,11,4,8,10,8,2,0,0,16,0,3,0,2,0,2,0,0,4,0,0,8,0,3,0,0,8,5,58.39%,93.44%,82.35%,87.88%,266,2,50.00%,3,33.33%,9,44.44%,1,100.00%,0
21/12/2018,1003209,Al-Quadisiya,6775,Al-Taawon,6778,41,51,46,18,20,4,202,2018,48,4,1,0,0,0,0,0,1,1,3,3,4,0,0,0,2,5,1,11,20,32,32,2,8,7,6,0,0,0,21,0,4,0,3,2,2,2,2,8,0,2,11,3,2,0,0,22,6,52.38%,95.12%,90.20%,91.30%,217,2,100.00%,5,60.00%,15,46.67%,5,100.00%,0
22/02/2019,1003268,Al-Quadisiya,6775,Al-Shabab,6774,44,87,84,17,16,1,202,2018,91,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,25,16,23,4,8,15,8,2,0,0,24,0,2,0,3,0,0,0,3,5,0,0,14,0,2,0,0,20,4,53.90%,95.45%,85.06%,84.52%,282,2,50.00%,3,33.33%,12,66.67%,9,100.00%,0
17/12/2018,1003206,Al-Quadisiya,6775,Ohod,9624,73,103,97,18,8,1,202,2018,111,17,1,0,0,0,0,1,0,0,2,2,2,0,0,0,3,6,0,8,13,16,21,2,7,10,4,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,2,66.67%,93.15%,92.23%,91.75%,368,3,100.00%,2,50.00%,11,18.18%,2,100.00%,0
02/02/2019,1003240,Al-Quadisiya,6775,Al-Feiha,10483,90,138,124,11,11,0,202,2018,155,23,3,0,0,0,0,0,0,0,3,1,2,2,0,0,1,7,1,15,16,22,11,2,13,6,4,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,1,65.41%,93.33%,89.13%,95.97%,459,5,60.00%,4,50.00%,6,50.00%,9,100.00%,0
01/03/2019,1003274,Al-Quadisiya,6775,Al-Raed,6773,66,123,142,13,12,5,202,2018,154,24,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,20,26,13,14,4,8,6,4,0,0,0,20,0,2,0,2,0,0,0,2,4,0,0,9,0,2,2,0,12,4,68.57%,89.39%,91.06%,89.44%,438,4,0.00%,4,25.00%,8,25.00%,13,100.00%,0
15/09/2018,1003119,Al-Quadisiya,6775,Al-Ittihad,1316,46,62,72,5,3,2,202,2018,58,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,3,0,4,15,14,16,3,9,5,7,7,0,0,20,0,1,0,1,0,4,0,0,5,0,0,13,0,4,0,0,13,8,62.83%,95.65%,85.48%,81.94%,241,5,80.00%,2,100.00%,16,62.50%,5,100.00%,0
09/11/2018,1003173,Al-Quadisiya,6775,Al-Ahli,6770,26,57,73,21,5,0,202,2018,69,14,2,0,1,0,0,0,1,1,1,2,2,0,0,0,0,10,0,8,14,27,23,2,11,9,2,3,0,0,18,0,0,0,0,0,1,0,0,1,0,0,5,0,1,0,0,10,6,53.85%,96.15%,84.21%,87.67%,210,3,66.67%,9,44.44%,14,28.57%,3,100.00%,0
06/02/2019,1003254,Al-Quadisiya,6775,Al-Nassr,6780,79,102,108,15,11,3,202,2018,118,9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,21,17,23,27,7,3,6,9,0,0,0,17,0,1,0,1,0,2,0,0,3,0,0,9,1,1,0,1,9,3,62.71%,92.41%,94.12%,87.04%,386,5,40.00%,3,0.00%,7,42.86%,7,100.00%,0
18/10/2018,1003145,Al-Quadisiya,6775,Al-Hazm,6846,42,107,103,14,10,4,202,2018,145,23,1,0,0,0,0,0,0,0,2,1,1,2,0,0,1,7,0,17,34,17,20,13,5,8,3,1,0,0,28,0,2,0,2,2,4,0,1,6,1,0,10,2,1,0,0,18,1,63.52%,97.62%,87.85%,88.35%,344,3,0.00%,2,50.00%,11,72.73%,6,100.00%,0
06/10/2018,1003143,Al-Quadisiya,6775,Al-Wahda,6847,54,99,116,8,13,2,202,2018,121,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,11,25,23,8,3,8,6,4,4,0,0,20,0,1,0,0,2,1,0,0,1,1,0,2,0,0,0,0,12,3,67.67%,94.44%,88.89%,89.66%,343,2,50.00%,6,66.67%,14,35.71%,3,100.00%,0
10/01/2019,1003231,Al-Quadisiya,6775,Al-Ittihad,1316,64,141,120,27,12,3,202,2018,133,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,18,15,28,2,7,9,7,1,0,0,20,0,0,0,0,1,1,0,0,1,0,0,10,0,0,0,0,7,3,62.64%,92.19%,88.65%,88.33%,416,6,50.00%,4,25.00%,4,25.00%,15,100.00%,0
27/01/2019,1003233,Al-Quadisiya,6775,Al-Fateh,6772,66,90,94,12,10,2,202,2018,119,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,17,15,23,7,6,11,9,1,1,0,15,0,2,0,0,1,1,0,1,3,1,0,10,0,3,0,0,13,4,67.46%,90.91%,92.22%,85.11%,358,1,0.00%,4,50.00%,10,90.00%,11,100.00%,0
31/08/2018,1003107,Al-Quadisiya,6775,Al-Fateh,6772,43,95,106,12,4,1,202,2018,116,21,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,5,0,11,14,12,13,2,0,10,1,1,0,0,9,0,2,0,2,0,4,0,1,7,0,0,8,0,5,0,0,10,3,71.43%,97.67%,85.26%,84.91%,316,2,0.00%,5,20.00%,7,85.71%,5,100.00%,0
02/11/2018,1003165,Al-Quadisiya,6775,Al-Hilal,1317,29,44,61,12,5,3,202,2018,51,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,19,19,21,2,6,5,6,3,0,0,24,0,1,0,3,0,2,0,1,4,0,0,6,0,1,0,0,15,5,59.41%,100.00%,86.36%,86.89%,198,2,0.00%,3,33.33%,13,53.85%,8,100.00%,0
23/11/2018,1003181,Al-Quadisiya,6775,Al-Raed,6773,39,60,66,10,4,2,202,2018,86,12,1,0,0,0,0,0,1,1,2,2,2,0,0,0,3,7,0,10,16,18,13,4,6,7,7,2,0,0,14,0,1,0,3,0,3,0,2,5,1,0,7,0,3,0,0,10,3,59.18%,94.87%,71.67%,86.36%,230,4,25.00%,4,75.00%,10,20.00%,1,100.00%,0
12/02/2019,1003261,Al-Quadisiya,6775,Al-Hilal,1317,60,65,74,17,15,3,202,2018,78,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,26,28,25,5,11,5,5,0,0,0,26,0,0,0,1,0,1,0,1,2,0,0,3,0,1,0,0,9,2,55.65%,91.67%,87.69%,91.89%,254,3,33.33%,1,100.00%,7,28.57%,1,100.00%,0
14/03/2019,1003289,Al-Quadisiya,6775,Al-Faisaly,6777,64,133,111,8,11,3,202,2018,165,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,16,20,24,5,7,4,2,0,0,0,20,0,0,0,0,0,0,0,2,2,0,0,8,0,2,0,0,12,1,75.78%,96.88%,89.47%,87.39%,388,5,40.00%,6,50.00%,6,33.33%,5,100.00%,0
26/10/2018,1003155,Al-Quadisiya,6775,Al-Shabab,6774,44,55,68,13,6,2,202,2018,82,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,15,7,33,24,12,11,12,9,6,1,0,6,0,2,0,3,0,4,0,0,6,0,0,9,0,3,0,0,17,7,51.94%,95.45%,80.00%,80.88%,215,2,100.00%,3,33.33%,13,46.15%,3,100.00%,0
27/12/2018,1003216,Al-Quadisiya,6775,Al-Baten,9623,79,155,165,16,11,3,202,2018,222,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,15,24,15,14,5,9,7,1,1,0,0,18,0,2,0,0,1,0,0,0,2,0,0,6,0,1,0,0,6,0,70.05%,96.20%,93.55%,86.06%,508,7,42.86%,0,0.00%,7,71.43%,4,100.00%,0
19/09/2018,1003120,Al-Quadisiya,6775,Al-Nassr,6780,42,96,90,4,1,5,202,2018,75,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,23,14,7,2,4,1,3,4,0,1,20,0,0,0,0,0,1,0,1,2,0,0,5,0,2,0,0,16,4,62.50%,97.62%,90.62%,93.33%,281,1,0.00%,1,0.00%,9,44.44%,5,100.00%,0
