Date,Home_Team_Id,Home_Team_Name,Visitor_Team_Id,Visitor_Team,group,Round,season,Home_Score,Away_Score
Thu 01 Dec 13:15  finished,6778,Al-Taawon,6780,Al-Nassr,1,11,2011/2012,1,2
Wed 15 Dec 17:40  finished,6772,Al-Fateh,6780,Al-Nassr,1,15,2010/2011,1,1
Tue 28 Jan 18:15  finished,6772,Al-Fateh,6780,Al-Nassr,1,20,2013/2014,1,2
Sun 03 Mar 18:25  finished,6847,Al-Wahda,6780,Al-Nassr,1,21,2012/2013,1,1
Fri 22 Feb 18:10  finished,6847,Al-Wahda,6780,Al-Nassr,1,18,2007/2008,1,1
Sat 20 Aug 20:05  finished,5680,Al-Ittifaq,6780,Al-Nassr,1,2,2016/2017,1,0
Tue 14 Mar 18:35  finished,6773,Al-Raed,6780,Al-Nassr,1,21,2016/2017,0,1
Sat 23 Aug 19:45  finished,6773,Al-Raed,6780,Al-Nassr,1,2,2014/2015,1,2
Thu 29 Oct 18:15  finished,6847,Al-Wahda,6780,Al-Nassr,1,5,2015/2016,0,2
Sun 18 Oct 19:30  finished,6770,Al-Ahli,6780,Al-Nassr,1,4,2015/2016,4,2
Thu 29 Nov 17:30  finished,6770,Al-Ahli,6775,Al-Quadisiya,1,11,2007/2008,0,0
Thu 06 Dec 17:30  finished,6847,Al-Wahda,6775,Al-Quadisiya,1,12,2007/2008,2,1
Thu 14 Dec 15:55  finished,6773,Al-Raed,6775,Al-Quadisiya,1,14,2017/2018,1,1
Fri 18 Sep 17:45  finished,6778,Al-Taawon,6775,Al-Quadisiya,1,3,2015/2016,5,1
Sat 04 Mar 16:45  finished,6778,Al-Taawon,6775,Al-Quadisiya,1,20,2016/2017,1,3
Thu 29 Dec 17:45  finished,5680,Al-Ittifaq,6775,Al-Quadisiya,1,14,2011/2012,3,2
Thu 02 Feb 18:20  finished,1317,Al-Hilal,6775,Al-Quadisiya,1,17,2016/2017,1,1
Tue 02 Nov 17:40  finished,1317,Al-Hilal,6775,Al-Quadisiya,1,12,2010/2011,0,0
Sun 06 Mar 18:25  finished,6780,Al-Nassr,6775,Al-Quadisiya,1,19,2010/2011,0,0
Fri 22 Apr 19:40  finished,6773,Al-Raed,6775,Al-Quadisiya,1,23,2010/2011,1,4
Fri 29 Apr 19:40  finished,1316,Al-Ittihad,6775,Al-Quadisiya,1,24,2010/2011,2,2
Thu 14 Sep 19:25  finished,5680,Al-Ittifaq,6775,Al-Quadisiya,1,3,2017/2018,1,2
Sat 30 Sep 19:15  finished,1317,Al-Hilal,6775,Al-Quadisiya,1,5,2017/2018,2,1
Sat 19 Aug 18:05  finished,6774,Al-Shabab,6775,Al-Quadisiya,1,2,2017/2018,4,1
Fri 20 May 19:55  finished,5680,Al-Ittifaq,6775,Al-Quadisiya,1,26,2010/2011,1,0
Fri 14 Sep 21:15  finished,1316,Al-Ittihad,6775,Al-Quadisiya,1,3,2007/2008,1,0
Fri 13 Oct 16:55  finished,6772,Al-Fateh,6775,Al-Quadisiya,1,6,2017/2018,2,1
Wed 25 Oct 18:50  finished,1316,Al-Ittihad,6775,Al-Quadisiya,1,8,2017/2018,0,0
Tue 25 Sep 21:15  finished,5680,Al-Ittifaq,6775,Al-Quadisiya,1,5,2007/2008,5,1
Fri 01 Dec 16:15  finished,9624,Ohod,6775,Al-Quadisiya,1,12,2017/2018,2,1
Sat 12 Feb 18:15  finished,6778,Al-Taawon,6775,Al-Quadisiya,1,17,2010/2011,1,1
Fri 14 Oct 18:55  finished,6772,Al-Fateh,6775,Al-Quadisiya,1,5,2011/2012,1,6
Fri 21 Apr 18:10  finished,6773,Al-Raed,6775,Al-Quadisiya,1,24,2016/2017,2,1
Thu 05 May 19:45  finished,6847,Al-Wahda,6775,Al-Quadisiya,1,15,2010/2011,0,0
Fri 14 Apr 19:45  finished,1316,Al-Ittihad,6775,Al-Quadisiya,1,23,2016/2017,4,2
Fri 18 Nov 17:35  finished,6773,Al-Raed,6775,Al-Quadisiya,1,9,2011/2012,1,0
Fri 24 Nov 17:40  finished,6770,Al-Ahli,6775,Al-Quadisiya,1,11,2017/2018,3,0
Fri 25 Nov 17:35  finished,6770,Al-Ahli,6775,Al-Quadisiya,1,10,2011/2012,2,1
Fri 18 Mar 18:30  finished,6777,Al-Faisaly,6775,Al-Quadisiya,1,20,2010/2011,2,1
Sun 22 Nov 17:35  finished,6846,Al-Hazm,6775,Al-Quadisiya,1,9,2009/2010,1,1
Sun 30 Mar 19:25  finished,6780,Al-Nassr,6775,Al-Quadisiya,1,20,2007/2008,0,1
Sun 24 Jan 18:00  finished,6773,Al-Raed,6775,Al-Quadisiya,1,19,2009/2010,2,0
Wed 13 Jan 17:55  finished,6770,Al-Ahli,6775,Al-Quadisiya,1,17,2009/2010,3,2
Sat 17 Sep 19:45  finished,6780,Al-Nassr,6775,Al-Quadisiya,1,3,2016/2017,1,0
Fri 01 Jan 17:45  finished,6847,Al-Wahda,6775,Al-Quadisiya,1,15,2009/2010,2,1
Thu 11 Aug 18:10  finished,6774,Al-Shabab,6775,Al-Quadisiya,1,1,2016/2017,0,0
Tue 15 Dec 17:40  finished,1317,Al-Hilal,6775,Al-Quadisiya,1,12,2009/2010,2,1
Thu 03 Dec 18:00  finished,6847,Al-Wahda,6775,Al-Quadisiya,1,10,2015/2016,1,0
Thu 24 Dec 18:00  finished,6770,Al-Ahli,6775,Al-Quadisiya,1,7,2015/2016,2,0
Tue 03 Nov 15:55  finished,1317,Al-Hilal,6775,Al-Quadisiya,1,6,2015/2016,1,0
Thu 22 Sep 19:20  finished,6774,Al-Shabab,6775,Al-Quadisiya,1,3,2011/2012,1,0
Mon 05 Oct 18:50  finished,6780,Al-Nassr,6775,Al-Quadisiya,1,5,2009/2010,3,0
Sun 03 Apr 20:00  finished,6774,Al-Shabab,6775,Al-Quadisiya,1,21,2015/2016,0,2
Wed 26 Aug 21:15  finished,1316,Al-Ittihad,6775,Al-Quadisiya,1,2,2009/2010,7,1
Thu 28 Jan 16:15  finished,6777,Al-Faisaly,6775,Al-Quadisiya,1,14,2015/2016,1,0
Fri 26 Feb 16:40  finished,6773,Al-Raed,6775,Al-Quadisiya,1,18,2015/2016,2,1
Thu 18 Feb 18:40  finished,1316,Al-Ittihad,6775,Al-Quadisiya,1,17,2015/2016,1,1
Mon 25 Apr 17:45  finished,6772,Al-Fateh,6775,Al-Quadisiya,1,24,2015/2016,2,2
Fri 13 Apr 19:40  finished,6780,Al-Nassr,6775,Al-Quadisiya,1,26,2011/2012,3,2
Thu 29 Dec 16:00  finished,6777,Al-Faisaly,6775,Al-Quadisiya,1,15,2016/2017,3,2
Sun 03 Oct 19:05  finished,6770,Al-Ahli,6775,Al-Quadisiya,1,8,2010/2011,2,1
Sat 13 Jan 13:25  finished,6777,Al-Faisaly,6775,Al-Quadisiya,1,17,2017/2018,2,0
Mon 06 Feb 18:15  finished,1317,Al-Hilal,6775,Al-Quadisiya,1,19,2011/2012,3,0
Fri 04 Jan 17:35  finished,6846,Al-Hazm,6775,Al-Quadisiya,1,15,2007/2008,2,0
Wed 14 Dec 17:45  finished,6847,Al-Wahda,6775,Al-Quadisiya,1,13,2016/2017,2,5
Sun 11 Mar 18:25  finished,1316,Al-Ittihad,6775,Al-Quadisiya,1,21,2011/2012,1,0
Fri 09 Dec 15:30  finished,5680,Al-Ittifaq,6775,Al-Quadisiya,1,12,2016/2017,2,2
Sat 18 Dec 17:40  finished,6774,Al-Shabab,6775,Al-Quadisiya,1,5,2010/2011,3,1
Thu 24 Jan 18:00  finished,6774,Al-Shabab,6775,Al-Quadisiya,1,17,2007/2008,2,1
Fri 22 Feb 18:10  finished,1317,Al-Hilal,6775,Al-Quadisiya,1,18,2007/2008,0,0
Thu 12 Apr 17:55  finished,6780,Al-Nassr,6775,Al-Quadisiya,1,26,2017/2018,2,1
Sun 01 Apr 19:30  finished,6777,Al-Faisaly,6775,Al-Quadisiya,1,24,2011/2012,2,2
Thu 19 Jan 13:40  finished,6778,Al-Taawon,6775,Al-Quadisiya,1,17,2011/2012,2,2
Wed 28 Oct 17:45  finished,6772,Al-Fateh,6775,Al-Quadisiya,1,7,2009/2010,5,0
Fri 18 Nov 15:35  finished,6772,Al-Fateh,6775,Al-Quadisiya,1,9,2016/2017,1,1
Thu 04 Feb 16:20  finished,6780,Al-Nassr,6775,Al-Quadisiya,1,15,2015/2016,0,0
Tue 24 Aug 21:15  finished,6846,Al-Hazm,6775,Al-Quadisiya,1,3,2010/2011,2,2
Thu 15 Feb 16:40  finished,6778,Al-Taawon,6775,Al-Quadisiya,1,22,2017/2018,1,1
Fri 21 Oct 17:00  finished,9623,Al-Baten,6775,Al-Quadisiya,1,6,2016/2017,1,1
Sat 14 Aug 20:45  finished,6772,Al-Fateh,6775,Al-Quadisiya,1,1,2010/2011,1,3
Fri 02 Mar 16:40  finished,9623,Al-Baten,6775,Al-Quadisiya,1,23,2017/2018,3,4
Thu 18 Mar 18:30  finished,6774,Al-Shabab,6775,Al-Quadisiya,1,22,2009/2010,0,1
Sat 15 Oct 19:00  finished,6770,Al-Ahli,6775,Al-Quadisiya,1,5,2016/2017,2,0
Sun 14 Mar 18:30  finished,5680,Al-Ittifaq,6775,Al-Quadisiya,1,21,2009/2010,0,2
Sun 04 Feb 13:40  finished,10483,Al-Feiha,6775,Al-Quadisiya,1,20,2017/2018,2,0
Thu 13 Apr 19:45  finished,6774,Al-Shabab,6773,Al-Raed,1,23,2016/2017,1,2
Tue 01 Nov 17:45  finished,1317,Al-Hilal,6773,Al-Raed,1,8,2011/2012,2,0
Sun 08 Jan 17:50  finished,1316,Al-Ittihad,6773,Al-Raed,1,6,2011/2012,1,1
Fri 29 Apr 19:40  finished,1317,Al-Hilal,6773,Al-Raed,1,24,2010/2011,2,1
Thu 24 Dec 17:40  finished,1316,Al-Ittihad,6773,Al-Raed,1,14,2009/2010,3,2
Fri 09 Nov 17:40  finished,5680,Al-Ittifaq,6773,Al-Raed,1,12,2012/2013,1,0
Thu 24 Nov 17:35  finished,5680,Al-Ittifaq,6773,Al-Raed,1,10,2011/2012,1,1
Sun 04 Nov 17:40  finished,6847,Al-Wahda,6773,Al-Raed,1,11,2012/2013,0,1
Thu 11 Nov 17:35  finished,6770,Al-Ahli,6773,Al-Raed,1,13,2010/2011,1,2
Fri 16 Sep 17:45  finished,6778,Al-Taawon,6773,Al-Raed,1,3,2016/2017,2,1
Thu 07 Jan 17:50  finished,5680,Al-Ittifaq,6773,Al-Raed,1,16,2009/2010,3,0
Fri 11 Aug 18:00  finished,6775,Al-Quadisiya,6773,Al-Raed,1,1,2017/2018,2,1
Fri 15 Sep 17:25  finished,6772,Al-Fateh,6773,Al-Raed,1,3,2017/2018,1,0
Tue 31 Oct 15:35  finished,5680,Al-Ittifaq,6773,Al-Raed,1,9,2017/2018,2,0
Thu 26 Oct 17:00  finished,9623,Al-Baten,6773,Al-Raed,1,8,2017/2018,1,5
Thu 22 Sep 19:20  finished,6772,Al-Fateh,6773,Al-Raed,1,3,2011/2012,0,0
Sun 15 May 19:50  finished,6777,Al-Faisaly,6773,Al-Raed,1,25,2010/2011,1,3
Thu 07 Apr 19:35  finished,5680,Al-Ittifaq,6773,Al-Raed,1,22,2010/2011,2,2
Mon 07 Mar 18:25  finished,1316,Al-Ittihad,6773,Al-Raed,1,19,2010/2011,3,0
Sat 30 Sep 19:15  finished,6770,Al-Ahli,6773,Al-Raed,1,5,2017/2018,5,3
Tue 04 Dec 17:35  finished,1316,Al-Ittihad,6773,Al-Raed,1,14,2012/2013,2,2
Sat 10 Sep 19:30  finished,6780,Al-Nassr,6773,Al-Raed,1,1,2011/2012,1,0
Fri 01 Apr 19:35  finished,6780,Al-Nassr,6773,Al-Raed,1,21,2010/2011,1,0
Wed 22 Dec 17:40  finished,6847,Al-Wahda,6773,Al-Raed,1,16,2010/2011,2,3
Sat 14 Aug 21:00  finished,6774,Al-Shabab,6773,Al-Raed,1,1,2010/2011,0,2
Tue 19 Jan 18:00  finished,1317,Al-Hilal,6773,Al-Raed,1,18,2009/2010,2,1
Fri 09 Dec 17:55  finished,6770,Al-Ahli,6773,Al-Raed,1,12,2016/2017,1,0
Tue 30 Jan 18:10  finished,1317,Al-Hilal,6773,Al-Raed,1,19,2017/2018,2,1
Sat 17 Mar 18:25  finished,6775,Al-Quadisiya,6773,Al-Raed,1,22,2011/2012,0,1
Fri 09 Mar 17:10  finished,9624,Ohod,6773,Al-Raed,1,24,2017/2018,1,3
Fri 17 Sep 19:30  finished,6778,Al-Taawon,6773,Al-Raed,1,5,2010/2011,1,0
Mon 27 Sep 19:10  finished,6846,Al-Hazm,6773,Al-Raed,1,7,2010/2011,0,0
Sat 03 Mar 16:35  finished,6780,Al-Nassr,6773,Al-Raed,1,23,2017/2018,4,3
Fri 06 Apr 19:40  finished,10483,Al-Feiha,6773,Al-Raed,1,25,2017/2018,3,3
Sun 04 Feb 16:20  finished,6774,Al-Shabab,6773,Al-Raed,1,20,2017/2018,0,0
Tue 28 Aug 19:40  finished,6772,Al-Fateh,6773,Al-Raed,1,4,2012/2013,2,1
Sun 29 Aug 20:45  finished,6772,Al-Fateh,6773,Al-Raed,1,4,2010/2011,1,1
Fri 13 Apr 19:40  finished,6778,Al-Taawon,6773,Al-Raed,1,26,2011/2012,0,2
Sun 20 Nov 17:45  finished,1317,Al-Hilal,6773,Al-Raed,1,9,2016/2017,2,1
Mon 06 Aug 21:15  finished,6780,Al-Nassr,6773,Al-Raed,1,2,2012/2013,4,0
Fri 02 Dec 15:25  finished,6775,Al-Quadisiya,6773,Al-Raed,1,11,2016/2017,3,0
Wed 01 Feb 16:05  finished,6772,Al-Fateh,6773,Al-Raed,1,17,2016/2017,3,1
Wed 18 Jan 18:00  finished,6774,Al-Shabab,6773,Al-Raed,1,17,2011/2012,3,2
Thu 02 Mar 18:30  finished,5680,Al-Ittifaq,6773,Al-Raed,1,20,2016/2017,0,1
Thu 03 Nov 17:50  finished,6780,Al-Nassr,6773,Al-Raed,1,8,2016/2017,3,1
Thu 08 Dec 17:35  finished,6770,Al-Ahli,6773,Al-Raed,1,12,2011/2012,1,0
Fri 17 Feb 16:35  finished,6777,Al-Faisaly,6773,Al-Raed,1,19,2016/2017,1,1
Thu 18 Mar 18:30  finished,6780,Al-Nassr,6773,Al-Raed,1,22,2009/2010,4,2
Wed 04 Jan 17:50  finished,6777,Al-Faisaly,6773,Al-Raed,1,15,2011/2012,2,1
Sat 09 Dec 17:40  finished,1316,Al-Ittihad,6773,Al-Raed,1,13,2017/2018,2,1
Fri 14 Oct 17:10  finished,9623,Al-Baten,6773,Al-Raed,1,5,2016/2017,4,0
Thu 21 Oct 18:50  finished,6775,Al-Quadisiya,6773,Al-Raed,1,10,2010/2011,1,1
Fri 28 Sep 19:10  finished,1317,Al-Hilal,6773,Al-Raed,1,8,2012/2013,6,0
Fri 30 Dec 17:50  finished,6847,Al-Wahda,6773,Al-Raed,1,15,2016/2017,2,1
Fri 12 Jan 16:15  finished,6778,Al-Taawon,6773,Al-Raed,1,17,2017/2018,2,2
Fri 23 Dec 17:45  finished,1316,Al-Ittihad,6773,Al-Raed,1,14,2016/2017,3,2
Thu 21 Dec 15:55  finished,6777,Al-Faisaly,6773,Al-Raed,1,15,2017/2018,2,2
Thu 29 Oct 15:40  finished,6775,Al-Quadisiya,6773,Al-Raed,1,5,2015/2016,1,1
Sat 13 Sep 21:15  finished,1316,Al-Ittihad,6773,Al-Raed,1,1,2008/2009,5,1
Fri 15 Aug 19:50  finished,6777,Al-Faisaly,6773,Al-Raed,1,1,2014/2015,1,0
Sat 05 Oct 19:05  finished,1317,Al-Hilal,6773,Al-Raed,1,6,2013/2014,1,2
Wed 09 Dec 18:00  finished,6778,Al-Taawon,6773,Al-Raed,1,11,2015/2016,2,0
Wed 30 Sep 19:05  finished,6846,Al-Hazm,6773,Al-Raed,1,4,2009/2010,2,1
Thu 19 Dec 17:45  finished,5680,Al-Ittifaq,6773,Al-Raed,1,14,2013/2014,0,1
Fri 17 Oct 18:50  finished,6847,Al-Wahda,6773,Al-Raed,1,10,2008/2009,3,1
Thu 07 Apr 20:00  finished,6847,Al-Wahda,6773,Al-Raed,1,22,2015/2016,3,1
Thu 31 Oct 17:40  finished,6770,Al-Ahli,6773,Al-Raed,1,8,2013/2014,0,0
Thu 04 Feb 18:30  finished,1316,Al-Ittihad,6773,Al-Raed,1,15,2015/2016,6,2
Thu 18 Sep 21:15  finished,1317,Al-Hilal,6773,Al-Raed,1,2,2008/2009,2,0
Fri 20 Nov 15:50  finished,6777,Al-Faisaly,6773,Al-Raed,1,8,2015/2016,2,2
Thu 13 Feb 18:25  finished,6777,Al-Faisaly,6773,Al-Raed,1,22,2013/2014,3,2
Sat 14 Feb 18:30  finished,6780,Al-Nassr,6773,Al-Raed,1,15,2014/2015,2,2
Sat 20 Feb 16:15  finished,6772,Al-Fateh,6773,Al-Raed,1,17,2015/2016,1,0
Wed 22 Oct 18:45  finished,6774,Al-Shabab,6773,Al-Raed,1,6,2008/2009,1,4
Sun 15 Mar 18:35  finished,1316,Al-Ittihad,6773,Al-Raed,1,19,2014/2015,3,1
Sat 30 Nov 13:15  finished,6778,Al-Taawon,6773,Al-Raed,1,11,2013/2014,2,1
Sat 04 Apr 19:35  finished,6770,Al-Ahli,6773,Al-Raed,1,20,2008/2009,3,2
Thu 22 Oct 18:45  finished,6774,Al-Shabab,6773,Al-Raed,1,6,2009/2010,2,0
Thu 12 Sep 19:25  finished,6774,Al-Shabab,6773,Al-Raed,1,3,2013/2014,5,2
Fri 21 Feb 18:20  finished,1316,Al-Ittihad,6773,Al-Raed,1,23,2013/2014,1,2
Wed 08 Oct 19:00  finished,6846,Al-Hazm,6773,Al-Raed,1,4,2008/2009,1,0
Tue 18 Aug 19:45  finished,6770,Al-Ahli,6773,Al-Raed,1,1,2009/2010,1,0
Fri 03 Apr 19:45  finished,6770,Al-Ahli,6773,Al-Raed,1,21,2014/2015,1,0
Sun 12 Apr 19:40  finished,5680,Al-Ittifaq,6773,Al-Raed,1,22,2008/2009,1,1
Sat 22 Aug 20:00  finished,6774,Al-Shabab,6773,Al-Raed,1,1,2015/2016,3,1
Wed 13 Feb 18:15  finished,6774,Al-Shabab,6773,Al-Raed,1,19,2012/2013,2,2
Mon 14 Dec 18:00  finished,6770,Al-Ahli,6773,Al-Raed,1,12,2015/2016,3,1
Thu 31 Jan 13:45  finished,6778,Al-Taawon,6773,Al-Raed,1,18,2012/2013,2,2
Sat 28 Feb 18:30  finished,6778,Al-Taawon,6773,Al-Raed,1,17,2014/2015,3,1
Fri 28 Dec 13:20  finished,6777,Al-Faisaly,6773,Al-Raed,1,16,2012/2013,2,2
Thu 30 Oct 17:45  finished,6774,Al-Shabab,6773,Al-Raed,1,9,2014/2015,0,0
Fri 05 Dec 17:35  finished,1317,Al-Hilal,6773,Al-Raed,1,11,2014/2015,3,1
Fri 06 Dec 12:55  finished,6772,Al-Fateh,6773,Al-Raed,1,12,2013/2014,2,2
Mon 02 Nov 17:40  finished,6775,Al-Quadisiya,6773,Al-Raed,1,8,2009/2010,0,0
Fri 15 Apr 17:55  finished,6780,Al-Nassr,6773,Al-Raed,1,23,2015/2016,1,2
Sat 19 Dec 17:40  finished,6772,Al-Fateh,6773,Al-Raed,1,13,2009/2010,2,0
Fri 10 Jan 13:25  finished,6780,Al-Nassr,6773,Al-Raed,1,17,2013/2014,3,0
Wed 28 Jan 18:05  finished,6780,Al-Nassr,6773,Al-Raed,1,16,2008/2009,1,0
Fri 17 Oct 16:50  finished,6772,Al-Fateh,6773,Al-Raed,1,7,2014/2015,3,2
Fri 04 Dec 17:35  finished,6847,Al-Wahda,6773,Al-Raed,1,10,2009/2010,4,1
Thu 28 Mar 18:35  finished,6770,Al-Ahli,6773,Al-Raed,1,23,2012/2013,1,2
Sun 20 Sep 17:35  finished,1317,Al-Hilal,6773,Al-Raed,1,3,2015/2016,1,0
Wed 01 Feb 16:25  finished,6778,Al-Taawon,6774,Al-Shabab,1,17,2016/2017,2,0
Fri 20 Dec 17:45  finished,1316,Al-Ittihad,6774,Al-Shabab,1,14,2013/2014,1,1
Wed 07 Mar 18:30  finished,6780,Al-Nassr,6774,Al-Shabab,1,18,2017/2018,1,0
Wed 21 Dec 15:30  finished,6775,Al-Quadisiya,6774,Al-Shabab,1,14,2016/2017,1,1
Tue 14 Feb 18:20  finished,6778,Al-Taawon,6774,Al-Shabab,1,20,2011/2012,1,2
Fri 20 May 19:55  finished,6777,Al-Faisaly,6774,Al-Shabab,1,26,2010/2011,0,1
Thu 02 Jan 17:55  finished,6773,Al-Raed,6774,Al-Shabab,1,16,2013/2014,0,0
Wed 27 Dec 15:50  finished,9623,Al-Baten,6774,Al-Shabab,1,16,2017/2018,0,1
Thu 02 Feb 18:10  finished,1316,Al-Ittihad,6774,Al-Shabab,1,18,2011/2012,0,2
Fri 04 Dec 18:00  finished,1316,Al-Ittihad,6774,Al-Shabab,1,10,2015/2016,2,1
Fri 11 Dec 18:00  finished,6847,Al-Wahda,6774,Al-Shabab,1,11,2015/2016,2,1
Sat 22 Nov 17:40  finished,6780,Al-Nassr,6774,Al-Shabab,1,9,2008/2009,0,0
Thu 12 Jan 17:55  finished,6775,Al-Quadisiya,6774,Al-Shabab,1,16,2011/2012,1,2
Wed 26 Nov 17:40  finished,1317,Al-Hilal,6774,Al-Shabab,1,10,2008/2009,2,0
Fri 10 Jan 13:05  finished,6772,Al-Fateh,6774,Al-Shabab,1,17,2013/2014,2,1
Mon 05 Nov 17:45  finished,6775,Al-Quadisiya,6774,Al-Shabab,1,6,2007/2008,2,5
Tue 26 Oct 18:50  finished,6770,Al-Ahli,6774,Al-Shabab,1,10,2010/2011,1,2
Fri 27 Jan 18:15  finished,6770,Al-Ahli,6774,Al-Shabab,1,16,2016/2017,3,1
Thu 23 Dec 17:40  finished,5680,Al-Ittifaq,6774,Al-Shabab,1,16,2010/2011,1,0
Sun 23 Mar 18:25  finished,6770,Al-Ahli,6774,Al-Shabab,1,24,2013/2014,1,1
Fri 17 Nov 17:40  finished,1316,Al-Ittihad,6774,Al-Shabab,1,10,2017/2018,1,1
Fri 17 Oct 18:55  finished,1317,Al-Hilal,6774,Al-Shabab,1,7,2014/2015,0,1
Thu 15 Sep 19:25  finished,1317,Al-Hilal,6774,Al-Shabab,1,2,2011/2012,0,2
Fri 24 Oct 18:50  finished,6777,Al-Faisaly,6774,Al-Shabab,1,8,2014/2015,1,3
Thu 03 Jan 17:35  finished,6847,Al-Wahda,6774,Al-Shabab,1,15,2007/2008,0,2
Fri 28 Dec 17:40  finished,6770,Al-Ahli,6774,Al-Shabab,1,14,2007/2008,1,3
Sat 08 Apr 19:40  finished,6847,Al-Wahda,6774,Al-Shabab,1,22,2016/2017,1,2
Wed 03 May 17:55  finished,5680,Al-Ittifaq,6774,Al-Shabab,1,26,2016/2017,0,1
Wed 17 Sep 19:20  finished,6770,Al-Ahli,6774,Al-Shabab,1,5,2014/2015,0,0
Wed 01 Nov 17:45  finished,1317,Al-Hilal,6774,Al-Shabab,1,9,2017/2018,1,1
Wed 05 Dec 17:30  finished,6780,Al-Nassr,6774,Al-Shabab,1,12,2007/2008,2,2
Thu 19 Oct 17:10  finished,6773,Al-Raed,6774,Al-Shabab,1,7,2017/2018,2,2
Fri 12 Dec 17:40  finished,1316,Al-Ittihad,6774,Al-Shabab,1,12,2014/2015,0,1
Thu 29 Sep 19:10  finished,6773,Al-Raed,6774,Al-Shabab,1,4,2011/2012,1,2
Fri 25 Feb 18:20  finished,6775,Al-Quadisiya,6774,Al-Shabab,1,18,2010/2011,1,1
Fri 15 May 20:00  finished,6780,Al-Nassr,6774,Al-Shabab,1,26,2014/2015,0,0
Sat 29 Apr 19:50  finished,6780,Al-Nassr,6774,Al-Shabab,1,25,2016/2017,1,0
Sat 23 Aug 19:45  finished,6772,Al-Fateh,6774,Al-Shabab,1,2,2014/2015,0,2
Sat 21 Nov 15:30  finished,6775,Al-Quadisiya,6774,Al-Shabab,1,8,2015/2016,0,1
Fri 15 Dec 16:15  finished,9624,Ohod,6774,Al-Shabab,1,14,2017/2018,0,2
Sun 12 Oct 18:55  finished,1316,Al-Ittihad,6774,Al-Shabab,1,5,2008/2009,2,1
Wed 03 Nov 17:40  finished,1316,Al-Ittihad,6774,Al-Shabab,1,12,2010/2011,2,2
Thu 18 Sep 21:15  finished,6770,Al-Ahli,6774,Al-Shabab,1,2,2008/2009,2,1
Thu 23 Nov 15:45  finished,10483,Al-Feiha,6774,Al-Shabab,1,11,2017/2018,3,1
Fri 30 Oct 15:40  finished,6772,Al-Fateh,6774,Al-Shabab,1,5,2015/2016,0,0
Thu 21 Dec 17:45  finished,6775,Al-Quadisiya,6774,Al-Shabab,1,15,2017/2018,1,2
Wed 09 Apr 19:30  finished,1317,Al-Hilal,6774,Al-Shabab,1,21,2007/2008,0,0
Sat 10 Sep 19:30  finished,6777,Al-Faisaly,6774,Al-Shabab,1,1,2011/2012,1,3
Sun 30 Mar 19:25  finished,1316,Al-Ittihad,6774,Al-Shabab,1,20,2007/2008,1,1
Thu 09 Dec 17:35  finished,6773,Al-Raed,6774,Al-Shabab,1,14,2010/2011,2,2
Sun 28 Oct 18:50  finished,5680,Al-Ittifaq,6774,Al-Shabab,1,8,2007/2008,0,0
Fri 18 Nov 17:35  finished,6772,Al-Fateh,6774,Al-Shabab,1,9,2011/2012,0,1
Fri 22 Feb 18:10  finished,6846,Al-Hazm,6774,Al-Shabab,1,18,2007/2008,0,0
Sat 04 Mar 16:25  finished,6772,Al-Fateh,6774,Al-Shabab,1,20,2016/2017,1,1
Tue 28 Aug 19:40  finished,6847,Al-Wahda,6774,Al-Shabab,1,4,2012/2013,2,5
Sun 10 Apr 19:35  finished,1317,Al-Hilal,6774,Al-Shabab,1,22,2010/2011,2,1
Thu 28 Jan 13:45  finished,6773,Al-Raed,6774,Al-Shabab,1,14,2015/2016,0,1
Thu 03 Dec 17:35  finished,1317,Al-Hilal,6774,Al-Shabab,1,10,2009/2010,2,2
Thu 20 Oct 19:15  finished,1316,Al-Ittihad,6774,Al-Shabab,1,6,2016/2017,0,1
Fri 01 Jan 17:45  finished,6770,Al-Ahli,6774,Al-Shabab,1,15,2009/2010,1,1
Fri 29 Apr 19:40  finished,6847,Al-Wahda,6774,Al-Shabab,1,24,2010/2011,1,2
Fri 06 Apr 19:40  finished,6778,Al-Taawon,6774,Al-Shabab,1,25,2017/2018,2,1
Wed 09 Dec 17:35  finished,6775,Al-Quadisiya,6774,Al-Shabab,1,11,2009/2010,0,3
Thu 03 Nov 15:55  finished,6777,Al-Faisaly,6774,Al-Shabab,1,8,2016/2017,0,1
Tue 07 Aug 21:15  finished,6777,Al-Faisaly,6774,Al-Shabab,1,2,2012/2013,1,3
Wed 13 Jan 17:55  finished,6773,Al-Raed,6774,Al-Shabab,1,17,2009/2010,1,1
Sun 06 Mar 18:45  finished,6770,Al-Ahli,6774,Al-Shabab,1,19,2015/2016,3,1
Wed 28 Oct 17:45  finished,6846,Al-Hazm,6774,Al-Shabab,1,7,2009/2010,1,2
Sat 20 Oct 18:50  finished,6778,Al-Taawon,6774,Al-Shabab,1,10,2012/2013,0,1
Sat 23 Sep 17:15  finished,5680,Al-Ittifaq,6774,Al-Shabab,1,4,2017/2018,2,3
Thu 01 Nov 17:40  finished,5680,Al-Ittifaq,6774,Al-Shabab,1,11,2012/2013,3,1
Thu 12 Apr 18:00  finished,6777,Al-Faisaly,6774,Al-Shabab,1,26,2017/2018,2,2
Sun 18 Oct 18:50  finished,6772,Al-Fateh,6774,Al-Shabab,1,5,2009/2010,2,1
